ImageId,label
280,6
281,0
282,9
283,0
284,8
285,0
286,9
287,9
288,1
289,9
290,9
291,0
292,9
293,9
294,9
295,9
296,6
297,8
298,3
299,0
300,0
301,6
302,9
303,9
304,0
305,6
306,3
307,0
308,1
309,9
310,0
311,8
312,0
313,9
314,0
315,0
316,0
317,8
318,0
319,1
320,8
321,0
322,1
323,1
324,9
325,8
326,0
327,9
328,1
329,9
330,3
331,6
332,8
333,1
334,0
335,0
336,9
337,0
338,0
339,6
340,0
341,6
342,3
343,1
344,8
345,6
346,0
347,6
348,0
349,3
350,0
351,6
352,7
353,7
354,8
355,9
356,8
357,7
358,9
359,0
360,9
361,0
362,6
363,3
364,8
365,9
366,3
367,3
368,1
369,1
370,6
371,9
372,8
373,9
374,9
375,7
376,6
377,9
378,8
379,0
380,9
381,6
382,8
383,8
384,9
385,0
386,6
387,8
388,1
389,3
390,9
391,1
392,9
393,9
394,9
395,6
396,1
397,1
398,1
399,9
400,3
401,9
402,7
403,6
404,1
405,1
406,1
407,9
408,0
409,1
410,0
411,0
412,0
413,9
414,1
415,0
416,9
417,1
418,1
419,0
420,8
421,9
422,6
423,6
424,9
425,3
426,1
427,9
428,9
429,7
430,7
431,9
432,8
433,0
434,2
435,6
436,1
437,9
438,9
439,8
440,0
441,9
442,8
443,9
444,0
445,9
446,0
447,1
448,8
449,8
450,9
451,9
452,7
453,6
454,9
455,0
456,9
457,2
458,0
459,9
460,6
461,1
462,7
463,8
464,0
465,8
466,1
467,9
468,9
469,0
470,1
471,1
472,0
473,9
474,8
475,6
476,0
477,1
478,0
479,1
480,0
481,9
482,9
483,1
484,3
485,9
486,9
487,9
488,1
489,8
490,9
491,9
492,9
493,3
494,8
495,6
496,9
497,6
498,3
499,3
500,0
501,6
502,6
503,9
504,0
505,1
506,8
507,0
508,0
509,0
510,6
511,7
512,1
513,8
514,7
515,9
516,0
517,0
518,9
519,8
520,0
521,6
522,9
523,0
524,9
525,9
526,1
527,0
528,1
529,1
530,7
531,0
532,8
533,0
534,8
535,9
536,8
537,6
538,8
539,9
540,1
541,0
542,2
543,8
544,2
545,0
546,0
547,0
548,9
549,2
550,1
551,1
552,0
553,0
554,8
555,0
556,0
557,7
558,0
559,6
560,2
561,0
562,0
563,8
564,1
565,6
566,9
567,8
568,1
569,1
570,0
571,0
572,8
573,0
574,6
575,0
576,0
577,1
578,0
579,6
580,3
581,5
582,1
583,3
584,6
585,9
586,1
587,7
588,6
589,8
590,0
591,1
592,9
593,8
594,8
595,6
596,6
597,6
598,6
599,0
600,0
601,6
602,1
603,9
604,1
605,1
606,2
607,8
608,8
609,6
610,1
611,9
612,0
613,0
614,0
615,0
616,0
617,7
618,0
619,0
620,9
621,1
622,6
623,9
624,9
625,0
626,8
627,1
628,3
629,0
630,0
631,6
632,1
633,8
634,6
635,1
636,9
637,9
638,7
639,8
640,0
641,0
642,9
643,9
644,6
645,9
646,7
647,8
648,9
649,1
650,8
651,9
652,9
653,0
654,0
655,8
656,0
657,4
658,9
659,2
660,7
661,0
662,0
663,0
664,0
665,0
666,0
667,1
668,8
669,3
670,6
671,3
672,9
673,8
674,3
675,0
676,7
677,7
678,2
679,6
680,0
681,6
682,9
683,8
684,1
685,1
686,3
687,0
688,6
689,9
690,9
691,8
692,6
693,0
694,1
695,9
696,9
697,0
698,9
699,8
700,8
701,9
702,0
703,9
704,0
705,2
706,0
707,0
708,9
709,6
710,8
711,6
712,0
713,1
714,8
715,3
716,6
717,0
718,8
719,7
720,8
721,9
722,3
723,1
724,0
725,1
726,0
727,6
728,9
729,8
730,8
731,9
732,1
733,3
734,6
735,7
736,9
737,1
738,6
739,1
740,8
741,9
742,0
743,0
744,9
745,3
746,9
747,0
748,9
749,0
750,6
751,6
752,9
753,9
754,6
755,3
756,6
757,9
758,1
759,1
760,9
761,0
762,0
763,8
764,0
765,0
766,0
767,0
768,6
769,1
770,8
771,6
772,6
773,0
774,0
775,8
776,0
777,6
778,6
779,3
780,1
781,1
782,6
783,9
784,8
785,0
786,6
787,0
788,9
789,8
790,8
791,6
792,0
793,9
794,0
795,6
796,3
797,1
798,6
799,9
800,9
801,1
802,1
803,0
804,3
805,1
806,9
807,9
808,6
809,9
810,1
811,8
812,9
813,7
814,1
815,6
816,9
817,0
818,9
819,9
820,8
821,0
822,0
823,8
824,0
825,1
826,9
827,0
828,0
829,0
830,2
831,8
832,0
833,8
834,9
835,3
836,9
837,6
838,1
839,8
840,6
841,8
842,9
843,0
844,8
845,8
846,6
847,7
848,2
849,8
850,8
851,9
852,9
853,9
854,7
855,6
856,8
857,1
858,3
859,0
860,6
861,0
862,9
863,1
864,8
865,8
866,3
867,6
868,9
869,8
870,0
871,4
872,8
873,8
874,0
875,0
876,0
877,1
878,1
879,0
880,1
881,9
882,9
883,1
884,1
885,0
886,9
887,1
888,8
889,8
890,9
891,1
892,9
893,6
894,0
895,0
896,0
897,9
898,9
899,1
900,1
901,0
902,0
903,8
904,9
905,9
906,9
907,9
908,0
909,2
910,9
911,2
912,0
913,9
914,7
915,1
916,6
917,8
918,6
919,1
920,0
921,8
922,8
923,5
924,9
925,8
926,9
927,9
928,6
929,6
930,0
931,3
932,2
933,1
934,0
935,8
936,0
937,9
938,7
939,9
940,0
941,6
942,2
943,6
944,1
945,0
946,9
947,3
948,0
949,9
950,0
951,6
952,9
953,8
954,9
955,3
956,2
957,0
958,0
959,6
960,2
961,9
962,9
963,9
964,0
965,9
966,0
967,1
968,8
969,9
970,0
971,3
972,6
973,9
974,6
975,7
976,0
977,8
978,0
979,7
980,6
981,0
982,1
983,9
984,9
985,9
986,7
987,0
988,0
989,0
990,6
991,1
992,9
993,0
994,6
995,1
996,3
997,6
998,3
999,8
1000,9
1001,0
1002,9
1003,0
1004,9
1005,1
1006,8
1007,4
1008,6
1009,6
1010,9
1011,6
1012,6
1013,3
1014,9
1015,0
1016,9
1017,2
1018,8
1019,8
1020,3
1021,5
1022,9
1023,9
1024,6
1025,0
1026,6
1027,1
1028,8
1029,8
1030,1
1031,9
1032,1
1033,8
1034,9
1035,0
1036,8
1037,8
1038,8
1039,0
1040,0
1041,1
1042,6
1043,1
1044,9
1045,2
1046,6
1047,7
1048,7
1049,0
1050,6
1051,2
1052,6
1053,0
1054,0
1055,9
1056,1
1057,1
1058,0
1059,6
1060,3
1061,0
1062,0
1063,6
1064,0
1065,9
1066,8
1067,9
1068,0
1069,0
1070,9
1071,0
1072,6
1073,9
1074,6
1075,9
1076,2
1077,6
1078,1
1079,0
1080,9
1081,0
1082,0
1083,0
1084,3
1085,9
1086,9
1087,6
1088,6
1089,3
1090,1
1091,3
1092,1
1093,0
1094,1
1095,9
1096,6
1097,0
1098,3
1099,8
1100,3
1101,0
1102,6
1103,9
1104,1
1105,8
1106,2
1107,0
1108,6
1109,9
1110,6
1111,7
1112,2
1113,0
1114,1
1115,0
1116,0
1117,0
1118,6
1119,6
1120,9
1121,1
1122,5
1123,0
1124,1
1125,6
1126,3
1127,8
1128,6
1129,1
1130,6
1131,0
1132,8
1133,8
1134,0
1135,9
1136,6
1137,9
1138,8
1139,9
1140,9
1141,6
1142,0
1143,1
1144,1
1145,2
1146,1
1147,9
1148,0
1149,0
1150,3
1151,6
1152,7
1153,8
1154,8
1155,7
1156,9
1157,3
1158,1
1159,8
1160,0
1161,9
1162,1
1163,9
1164,0
1165,6
1166,9
1167,1
1168,0
1169,9
1170,8
1171,1
1172,8
1173,9
1174,0
1175,8
1176,0
1177,0
1178,9
1179,6
1180,0
1181,0
1182,8
1183,9
1184,9
1185,0
1186,9
1187,0
1188,0
1189,0
1190,9
1191,9
1192,0
1193,0
1194,1
1195,8
1196,9
1197,0
1198,0
1199,4
1200,4
1201,6
1202,9
1203,0
1204,0
1205,1
1206,9
1207,9
1208,6
1209,9
1210,0
1211,6
1212,7
1213,8
1214,9
1215,6
1216,9
1217,6
1218,9
1219,9
1220,2
1221,0
1222,0
1223,8
1224,0
1225,8
1226,9
1227,9
1228,9
1229,9
1230,8
1231,9
1232,0
1233,0
1234,8
1235,8
1236,8
1237,9
1238,0
1239,8
1240,9
1241,9
1242,8
1243,7
1244,8
1245,2
1246,8
1247,9
1248,7
1249,0
1250,8
1251,6
1252,6
1253,0
1254,1
1255,8
1256,6
1257,7
1258,6
1259,0
1260,0
1261,1
1262,9
1263,9
1264,2
1265,2
1266,6
1267,9
1268,9
1269,8
1270,1
1271,1
1272,0
1273,1
1274,0
1275,0
1276,9
1277,0
1278,6
1279,9
1280,6
1281,1
1282,8
1283,9
1284,0
1285,7
1286,1
1287,0
1288,2
1289,8
1290,1
1291,9
1292,8
1293,6
1294,6
1295,0
1296,9
1297,8
1298,6
1299,8
1300,6
1301,6
1302,6
1303,1
1304,1
1305,9
1306,0
1307,9
1308,8
1309,0
1310,8
1311,6
1312,9
1313,9
1314,0
1315,9
1316,6
1317,2
1318,4
1319,9
1320,8
1321,9
1322,1
1323,0
1324,1
1325,1
1326,0
1327,9
1328,6
1329,8
1330,1
1331,0
1332,0
1333,3
1334,1
1335,9
1336,1
1337,9
1338,6
1339,8
1340,6
1341,0
1342,9
1343,1
1344,0
1345,9
1346,0
1347,0
1348,6
1349,1
1350,8
1351,3
1352,6
1353,9
1354,6
1355,0
1356,2
1357,9
1358,8
1359,1
1360,8
1361,9
1362,8
1363,9
1364,3
1365,8
1366,0
1367,0
1368,8
1369,3
1370,1
1371,6
1372,7
1373,6
1374,1
1375,1
1376,0
1377,0
1378,0
1379,9
1380,1
1381,9
1382,8
1383,0
1384,9
1385,9
1386,9
1387,9
1388,8
1389,8
1390,9
1391,8
1392,1
1393,8
1394,9
1395,9
1396,9
1397,9
1398,0
1399,7
1400,9
1401,1
1402,0
1403,9
1404,8
1405,9
1406,8
1407,9
1408,8
1409,6
1410,8
1411,9
1412,1
1413,0
1414,1
1415,9
1416,3
1417,9
1418,0
1419,1
1420,9
1421,9
1422,2
1423,0
1424,6
1425,8
1426,8
1427,0
1428,0
1429,8
1430,9
1431,0
1432,7
1433,1
1434,9
1435,6
1436,8
1437,9
1438,8
1439,9
1440,9
1441,6
1442,8
1443,2
1444,7
1445,9
1446,8
1447,0
1448,8
1449,9
1450,0
1451,9
1452,8
1453,7
1454,0
1455,9
1456,0
1457,0
1458,9
1459,0
1460,8
1461,5
1462,3
1463,3
1464,6
1465,6
1466,8
1467,0
1468,1
1469,8
1470,3
1471,1
1472,0
1473,6
1474,8
1475,9
1476,3
1477,2
1478,9
1479,0
1480,1
1481,8
1482,8
1483,6
1484,6
1485,7
1486,0
1487,9
1488,8
1489,9
1490,6
1491,7
1492,8
1493,8
1494,9
1495,0
1496,0
1497,1
1498,6
1499,0
1500,1
1501,0
1502,1
1503,1
1504,3
1505,8
1506,0
1507,0
1508,1
1509,0
1510,0
1511,9
1512,8
1513,6
1514,9
1515,8
1516,1
1517,1
1518,9
1519,8
1520,9
1521,8
1522,9
1523,9
1524,6
1525,1
1526,8
1527,8
1528,0
1529,0
1530,8
1531,4
1532,1
1533,8
1534,4
1535,0
1536,3
1537,0
1538,9
1539,0
1540,0
1541,9
1542,1
1543,0
1544,0
1545,0
1546,9
1547,9
1548,7
1549,9
1550,0
1551,6
1552,0
1553,1
1554,9
1555,6
1556,7
1557,9
1558,0
1559,8
1560,0
1561,0
1562,9
1563,5
1564,7
1565,1
1566,0
1567,1
1568,9
1569,9
1570,6
1571,9
1572,0
1573,8
1574,9
1575,8
1576,0
1577,6
1578,1
1579,9
1580,0
1581,9
1582,8
1583,8
1584,1
1585,6
1586,6
1587,6
1588,0
1589,0
1590,0
1591,3
1592,6
1593,0
1594,9
1595,0
1596,9
1597,1
1598,8
1599,0
1600,9
1601,8
1602,9
1603,7
1604,0
1605,2
1606,0
1607,0
1608,6
1609,1
1610,1
1611,8
1612,9
1613,0
1614,3
1615,1
1616,9
1617,3
1618,0
1619,1
1620,1
1621,0
1622,6
1623,1
1624,9
1625,9
1626,8
1627,9
1628,6
1629,6
1630,7
1631,0
1632,9
1633,6
1634,6
1635,1
1636,0
1637,7
1638,8
1639,8
1640,6
1641,0
1642,7
1643,7
1644,9
1645,1
1646,4
1647,6
1648,1
1649,0
1650,0
1651,1
1652,7
1653,9
1654,8
1655,8
1656,9
1657,8
1658,6
1659,0
1660,1
1661,1
1662,0
1663,6
1664,1
1665,1
1666,8
1667,6
1668,6
1669,8
1670,8
1671,0
1672,0
1673,0
1674,0
1675,9
1676,8
1677,6
1678,0
1679,1
1680,8
1681,3
1682,0
1683,6
1684,3
1685,9
1686,6
1687,1
1688,0
1689,0
1690,7
1691,9
1692,8
1693,6
1694,6
1695,1
1696,7
1697,0
1698,0
1699,9
1700,0
1701,0
1702,6
1703,0
1704,9
1705,5
1706,0
1707,6
1708,1
1709,0
1710,9
1711,9
1712,1
1713,0
1714,9
1715,0
1716,9
1717,7
1718,0
1719,0
1720,1
1721,0
1722,0
1723,0
1724,0
1725,8
1726,9
1727,1
1728,6
1729,6
1730,9
1731,0
1732,0
1733,1
1734,9
1735,3
1736,0
1737,0
1738,0
1739,1
1740,0
1741,0
1742,8
1743,0
1744,9
1745,8
1746,9
1747,1
1748,0
1749,0
1750,6
1751,7
1752,1
1753,6
1754,9
1755,0
1756,9
1757,0
1758,3
1759,1
1760,0
1761,8
1762,6
1763,9
1764,9
1765,1
1766,8
1767,8
1768,9
1769,1
1770,1
1771,0
1772,0
1773,6
1774,8
1775,3
1776,8
1777,8
1778,2
1779,9
1780,0
1781,1
1782,8
1783,7
1784,0
1785,6
1786,6
1787,2
1788,0
1789,3
1790,2
1791,9
1792,1
1793,9
1794,6
1795,9
1796,0
1797,2
1798,6
1799,0
1800,8
1801,0
1802,0
1803,0
1804,0
1805,8
1806,0
1807,0
1808,0
1809,6
1810,9
1811,8
1812,6
1813,0
1814,0
1815,1
1816,1
1817,0
1818,6
1819,0
1820,0
1821,9
1822,1
1823,1
1824,8
1825,9
1826,9
1827,0
1828,0
1829,9
1830,8
1831,9
1832,6
1833,8
1834,8
1835,1
1836,0
1837,0
1838,9
1839,0
1840,6
1841,0
1842,6
1843,0
1844,3
1845,0
1846,6
1847,7
1848,1
1849,8
1850,8
1851,0
1852,1
1853,1
1854,9
1855,9
1856,9
1857,3
1858,6
1859,0
1860,7
1861,3
1862,1
1863,6
1864,9
1865,1
1866,3
1867,1
1868,9
1869,8
1870,1
1871,9
1872,8
1873,2
1874,6
1875,9
1876,0
1877,0
1878,9
1879,2
1880,9
1881,8
1882,9
1883,9
1884,9
1885,0
1886,9
1887,0
1888,8
1889,1
1890,6
1891,9
1892,9
1893,6
1894,0
1895,0
1896,1
1897,8
1898,6
1899,8
1900,0
1901,0
1902,0
1903,0
1904,8
1905,9
1906,9
1907,4
1908,6
1909,9
1910,9
1911,1
1912,0
1913,0
1914,9
1915,1
1916,7
1917,9
1918,0
1919,8
1920,9
1921,3
1922,6
1923,9
1924,2
1925,9
1926,6
1927,1
1928,9
1929,0
1930,0
1931,3
1932,8
1933,6
1934,0
1935,6
1936,1
1937,8
1938,0
1939,9
1940,0
1941,9
1942,7
1943,0
1944,7
1945,6
1946,8
1947,8
1948,6
1949,6
1950,0
1951,9
1952,4
1953,8
1954,1
1955,7
1956,9
1957,8
1958,8
1959,8
1960,8
1961,0
1962,0
1963,6
1964,9
1965,6
1966,6
1967,1
1968,9
1969,8
1970,0
1971,9
1972,0
1973,9
1974,6
1975,0
1976,9
1977,0
1978,9
1979,8
1980,0
1981,9
1982,8
1983,6
1984,9
1985,0
1986,2
1987,0
1988,1
1989,7
1990,0
1991,9
1992,1
1993,9
1994,9
1995,6
1996,2
1997,0
1998,0
1999,1
2000,9
2001,9
2002,6
2003,1
2004,6
2005,7
2006,6
2007,9
2008,9
2009,9
2010,1
2011,1
2012,9
2013,1
2014,6
2015,6
2016,9
2017,0
2018,0
2019,8
2020,9
2021,0
2022,9
2023,0
2024,6
2025,0
2026,6
2027,3
2028,8
2029,6
2030,9
2031,6
2032,6
2033,8
2034,9
2035,8
2036,8
2037,6
2038,9
2039,3
2040,2
2041,9
2042,9
2043,1
2044,6
2045,9
2046,0
2047,9
2048,0
2049,0
2050,9
2051,0
2052,9
2053,8
2054,8
2055,8
2056,8
2057,9
2058,0
2059,3
2060,5
2061,7
2062,0
2063,7
2064,0
2065,8
2066,8
2067,0
2068,9
2069,1
2070,9
2071,9
2072,6
2073,6
2074,9
2075,6
2076,1
2077,9
2078,0
2079,0
2080,0
2081,2
2082,1
2083,6
2084,8
2085,0
2086,2
2087,0
2088,3
2089,8
2090,8
2091,9
2092,0
2093,8
2094,3
2095,9
2096,6
2097,2
2098,0
2099,9
2100,3
2101,9
2102,7
2103,9
2104,3
2105,6
2106,6
2107,9
2108,8
2109,8
2110,0
2111,6
2112,9
2113,6
2114,0
2115,6
2116,9
2117,0
2118,6
2119,2
2120,1
2121,9
2122,2
2123,8
2124,7
2125,0
2126,6
2127,0
2128,0
2129,6
2130,8
2131,0
2132,9
2133,9
2134,8
2135,9
2136,6
2137,0
2138,1
2139,9
2140,6
2141,6
2142,1
2143,8
2144,0
2145,8
2146,3
2147,0
2148,1
2149,1
2150,0
2151,7
2152,0
2153,0
2154,6
2155,8
2156,0
2157,8
2158,0
2159,0
2160,8
2161,9
2162,8
2163,8
2164,9
2165,0
2166,0
2167,6
2168,1
2169,6
2170,8
2171,9
2172,0
2173,2
2174,0
2175,7
2176,9
2177,0
2178,2
2179,9
2180,9
2181,4
2182,6
2183,0
2184,9
2185,6
2186,8
2187,9
2188,1
2189,9
2190,0
2191,9
2192,9
2193,6
2194,7
2195,9
2196,8
2197,0
2198,9
2199,8
2200,0
2201,1
2202,9
2203,0
2204,6
2205,0
2206,0
2207,8
2208,6
2209,1
2210,9
2211,0
2212,4
2213,3
2214,1
2215,3
2216,6
2217,9
2218,9
2219,9
2220,8
2221,1
2222,0
2223,8
2224,8
2225,0
2226,1
2227,2
2228,0
2229,1
2230,1
2231,8
2232,0
2233,0
2234,1
2235,1
2236,9
2237,9
2238,0
2239,8
2240,0
2241,0
2242,9
2243,0
2244,8
2245,9
2246,0
2247,6
2248,3
2249,0
2250,3
2251,9
2252,0
2253,3
2254,6
2255,9
2256,1
2257,0
2258,6
2259,0
2260,6
2261,0
2262,8
2263,0
2264,0
2265,1
2266,8
2267,0
2268,9
2269,2
2270,0
2271,1
2272,8
2273,0
2274,9
2275,9
2276,7
2277,6
2278,1
2279,8
2280,9
2281,9
2282,0
2283,8
2284,0
2285,6
2286,0
2287,0
2288,6
2289,9
2290,6
2291,8
2292,9
2293,0
2294,1
2295,9
2296,0
2297,6
2298,0
2299,8
2300,9
2301,0
2302,2
2303,0
2304,3
2305,0
2306,0
2307,0
2308,3
2309,1
2310,6
2311,9
2312,0
2313,9
2314,9
2315,0
2316,1
2317,6
2318,5
2319,0
2320,0
2321,6
2322,9
2323,2
2324,8
2325,9
2326,0
2327,8
2328,6
2329,0
2330,0
2331,8
2332,0
2333,8
2334,9
2335,8
2336,9
2337,0
2338,0
2339,9
2340,9
2341,9
2342,6
2343,9
2344,0
2345,6
2346,9
2347,9
2348,6
2349,6
2350,0
2351,9
2352,0
2353,9
2354,9
2355,0
2356,1
2357,9
2358,0
2359,1
2360,6
2361,0
2362,8
2363,6
2364,9
2365,1
2366,8
2367,0
2368,0
2369,0
2370,9
2371,0
2372,2
2373,4
2374,6
2375,1
2376,1
2377,6
2378,9
2379,6
2380,7
2381,0
2382,0
2383,6
2384,6
2385,0
2386,6
2387,0
2388,9
2389,8
2390,8
2391,9
2392,0
2393,0
2394,7
2395,7
2396,1
2397,6
2398,0
2399,8
2400,1
2401,9
2402,0
2403,6
2404,1
2405,9
2406,0
2407,1
2408,9
2409,8
2410,9
2411,9
2412,0
2413,1
2414,7
2415,0
2416,9
2417,9
2418,9
2419,3
2420,0
2421,0
2422,8
2423,0
2424,0
2425,0
2426,9
2427,9
2428,9
2429,0
2430,8
2431,8
2432,0
2433,0
2434,3
2435,0
2436,3
2437,8
2438,9
2439,0
2440,1
2441,9
2442,0
2443,9
2444,0
2445,0
2446,3
2447,0
2448,7
2449,4
2450,1
2451,0
2452,8
2453,3
2454,8
2455,0
2456,6
2457,9
2458,1
2459,9
2460,8
2461,7
2462,0
2463,0
2464,8
2465,9
2466,1
2467,0
2468,0
2469,6
2470,9
2471,9
2472,0
2473,1
2474,9
2475,6
2476,3
2477,3
2478,0
2479,0
2480,3
2481,1
2482,3
2483,9
2484,5
2485,1
2486,7
2487,9
2488,0
2489,9
2490,6
2491,1
2492,0
2493,6
2494,6
2495,9
2496,0
2497,9
2498,0
2499,3
2500,9
2501,3
2502,7
2503,6
2504,9
2505,1
2506,8
2507,0
2508,0
2509,1
2510,0
2511,2
2512,0
2513,1
2514,0
2515,0
2516,9
2517,0
2518,6
2519,0
2520,6
2521,0
2522,8
2523,0
2524,0
2525,8
2526,0
2527,0
2528,9
2529,0
2530,6
2531,6
2532,0
2533,1
2534,8
2535,9
2536,8
2537,9
2538,0
2539,8
2540,1
2541,1
2542,8
2543,0
2544,1
2545,1
2546,0
2547,0
2548,6
2549,9
2550,9
2551,0
2552,6
2553,8
2554,8
2555,8
2556,0
2557,9
2558,0
2559,6
2560,9
2561,8
2562,8
2563,7
2564,1
2565,3
2566,6
2567,0
2568,9
2569,9
2570,0
2571,6
2572,8
2573,6
2574,6
2575,1
2576,0
2577,3
2578,9
2579,0
2580,1
2581,8
2582,9
2583,6
2584,6
2585,0
2586,7
2587,9
2588,6
2589,6
2590,3
2591,9
2592,3
2593,0
2594,9
2595,0
2596,8
2597,1
2598,6
2599,9
2600,0
2601,0
2602,9
2603,8
2604,3
2605,9
2606,9
2607,0
2608,1
2609,6
2610,7
2611,9
2612,1
2613,4
2614,6
2615,9
2616,9
2617,6
2618,1
2619,3
2620,3
2621,0
2622,0
2623,1
2624,6
2625,0
2626,1
2627,9
2628,9
2629,6
2630,0
2631,6
2632,0
2633,0
2634,9
2635,9
2636,9
2637,9
2638,0
2639,2
2640,0
2641,1
2642,6
2643,0
2644,0
2645,7
2646,6
2647,0
2648,9
2649,9
2650,0
2651,1
2652,0
2653,8
2654,9
2655,0
2656,9
2657,0
2658,9
2659,0
2660,9
2661,0
2662,9
2663,0
2664,0
2665,6
2666,8
2667,9
2668,9
2669,7
2670,0
2671,2
2672,8
2673,0
2674,8
2675,9
2676,6
2677,9
2678,3
2679,2
2680,6
2681,6
2682,1
2683,8
2684,6
2685,9
2686,9
2687,1
2688,9
2689,1
2690,3
2691,6
2692,0
2693,9
2694,0
2695,9
2696,8
2697,1
2698,9
2699,9
2700,7
2701,9
2702,0
2703,9
2704,0
2705,0
2706,1
2707,9
2708,0
2709,6
2710,9
2711,9
2712,1
2713,0
2714,0
2715,1
2716,6
2717,8
2718,1
2719,6
2720,9
2721,6
2722,9
2723,6
2724,9
2725,8
2726,0
2727,0
2728,0
2729,1
2730,1
2731,6
2732,0
2733,9
2734,9
2735,1
2736,6
2737,9
2738,8
2739,0
2740,3
2741,9
2742,9
2743,8
2744,9
2745,4
2746,8
2747,0
2748,4
2749,0
2750,0
2751,9
2752,8
2753,1
2754,9
2755,6
2756,3
2757,0
2758,0
2759,2
2760,8
2761,9
2762,9
2763,1
2764,1
2765,8
2766,1
2767,0
2768,0
2769,0
2770,1
2771,0
2772,8
2773,9
2774,8
2775,0
2776,7
2777,6
2778,0
2779,6
2780,1
2781,8
2782,3
2783,1
2784,8
2785,0
2786,2
2787,6
2788,1
2789,9
2790,9
2791,9
2792,6
2793,9
2794,0
2795,1
2796,9
2797,6
2798,3
2799,9
2800,6
2801,9
2802,6
2803,7
2804,0
2805,8
2806,2
2807,0
2808,0
2809,6
2810,9
2811,8
2812,1
2813,9
2814,6
2815,9
2816,8
2817,1
2818,6
2819,1
2820,1
2821,9
2822,9
2823,0
2824,1
2825,0
2826,6
2827,6
2828,1
2829,9
2830,3
2831,9
2832,0
2833,9
2834,0
2835,6
2836,0
2837,0
2838,8
2839,8
2840,8
2841,8
2842,6
2843,1
2844,1
2845,6
2846,1
2847,2
2848,1
2849,9
2850,0
2851,9
2852,9
2853,7
2854,1
2855,0
2856,6
2857,8
2858,6
2859,8
2860,3
2861,3
2862,9
2863,0
2864,8
2865,1
2866,6
2867,0
2868,8
2869,1
2870,0
2871,1
2872,6
2873,9
2874,3
2875,9
2876,0
2877,8
2878,0
2879,0
2880,1
2881,9
2882,9
2883,3
2884,1
2885,9
2886,0
2887,9
2888,6
2889,8
2890,3
2891,8
2892,6
2893,0
2894,8
2895,9
2896,9
2897,9
2898,3
2899,1
2900,3
2901,6
2902,0
2903,1
2904,1
2905,0
2906,0
2907,0
2908,9
2909,1
2910,8
2911,1
2912,6
2913,0
2914,6
2915,9
2916,6
2917,4
2918,6
2919,9
2920,0
2921,6
2922,9
2923,9
2924,9
2925,9
2926,3
2927,9
2928,9
2929,0
2930,5
2931,1
2932,7
2933,9
2934,0
2935,7
2936,8
2937,7
2938,0
2939,0
2940,6
2941,1
2942,9
2943,7
2944,9
2945,9
2946,8
2947,9
2948,9
2949,9
2950,9
2951,9
2952,0
2953,0
2954,9
2955,8
2956,0
2957,9
2958,6
2959,1
2960,0
2961,5
2962,2
2963,7
2964,0
2965,8
2966,6
2967,9
2968,6
2969,9
2970,8
2971,0
2972,3
2973,9
2974,7
2975,9
2976,8
2977,1
2978,1
2979,1
2980,8
2981,0
2982,6
2983,1
2984,9
2985,0
2986,9
2987,9
2988,0
2989,9
2990,9
2991,3
2992,1
2993,8
2994,9
2995,1
2996,8
2997,1
