Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC31,OUT027,4132.55402
FDQ07,OUT019,409.467
FDC22,OUT017,3144.17392
FDZ56,OUT046,3316.0834800000002
FDZ40,OUT019,106.26167999999998
FDS46,OUT027,3099.09926
DRD24,OUT045,1879.2205
FDV45,OUT017,3255.82858
FDL26,OUT045,3770.4254
FDA56,OUT018,1123.0714400000002
FDN27,OUT046,1523.2838199999999
FDM20,OUT049,5789.530479999999
FDO16,OUT017,1907.0509400000003
FDL03,OUT035,3416.8856
FDE58,OUT046,1913.5757799999997
FDI02,OUT027,3851.0537799999997
NCC55,OUT019,108.79172000000001
FDR03,OUT018,3269.4108999999994
FDB14,OUT017,1568.49164
FDR45,OUT013,3304.83146
NCN07,OUT017,2043.0073
FDM51,OUT019,216.91763999999998
FDT52,OUT027,7436.320199999999
FDL26,OUT046,3430.0684400000005
NCZ42,OUT046,4336.22224
DRI47,OUT019,413.72811999999993
FDW40,OUT013,2667.3279599999996
FDN34,OUT046,3593.8552399999994
FDS01,OUT035,3526.6760200000003
NCG55,OUT045,1831.8821200000002
FDC11,OUT035,1270.41298
FDX35,OUT018,2933.1819
NCB06,OUT046,1916.5053
FDR09,OUT019,585.8374200000001
FDC53,OUT017,1462.3631200000002
FDY45,OUT013,3309.8915399999996
FDA22,OUT010,630.7789200000001
FDE02,OUT035,1807.3806800000002
FDW21,OUT045,1451.24426
FDV34,OUT046,1235.52506
FDS59,OUT049,2491.0906999999997
NCW17,OUT017,2846.0286800000003
NCK54,OUT046,1837.8743199999997
FDG17,OUT019,593.42754
FDG35,OUT017,3384.7274599999996
FDD08,OUT010,119.91058000000001
NCO07,OUT017,3902.2538
FDJ10,OUT010,315.85551999999996
FDW36,OUT017,1788.4719600000003
FDW21,OUT010,260.32779999999997
FDY19,OUT017,2427.7065399999997
DRE03,OUT013,725.18936
NCC55,OUT049,753.4192800000001
FDH52,OUT010,132.1613
FDO09,OUT017,3562.6958
FDU43,OUT045,4030.7532000000006
FDX09,OUT010,354.87139999999994
FDH40,OUT019,324.17802000000006
FDW58,OUT017,1597.2541999999999
FDC47,OUT017,5309.755
NCR41,OUT035,1042.84254
DRG49,OUT035,5650.6446
FDC52,OUT027,4217.1772
FDY13,OUT046,1227.53546
FDY35,OUT013,1031.19104
FDI35,OUT017,4364.05268
NCU18,OUT049,2466.05662
FDY33,OUT018,3398.5095199999996
FDC15,OUT027,4591.489959999999
FDU01,OUT049,3983.7477200000003
NCU42,OUT046,3705.3767400000006
NCV29,OUT018,2474.0462199999993
NCY30,OUT017,2889.77174
FDQ46,OUT049,1666.4974000000002
FDG58,OUT027,3080.45686
FDK33,OUT017,4132.22112
NCD07,OUT045,869.8677
NCX29,OUT027,4321.707799999999
NCT42,OUT013,1986.0813999999998
DRN59,OUT035,625.1862000000002
FDI44,OUT035,1283.39608
FDA45,OUT049,2557.5375400000003
FDP31,OUT045,683.1107999999999
FDY01,OUT046,2007.0541
FDT09,OUT018,1676.95046
DRH03,OUT027,2170.3748399999995
FDA36,OUT018,2604.5430200000005
NCF31,OUT017,2236.4222
FDG14,OUT049,2583.0376800000004
FDG28,OUT027,6505.132320000001
FDU14,OUT049,5143.371580000001
FDY47,OUT019,233.22974
FDI56,OUT049,1569.4237600000001
DRD01,OUT013,588.5672000000001
FDM22,OUT046,1223.4075
FDH33,OUT013,665.0010399999999
DRZ24,OUT013,2849.0913599999994
NCQ38,OUT046,1895.73234
FDO16,OUT027,2128.69576
FDU07,OUT027,3928.35316
NCB07,OUT013,2678.64656
FDU48,OUT045,1459.6999200000002
NCM43,OUT045,2379.83552
FDR31,OUT010,333.16632000000004
DRK49,OUT018,320.58270000000005
NCI30,OUT010,682.57816
DRD60,OUT017,3338.6541000000007
NCG19,OUT046,3029.92264
FDH12,OUT035,1543.5907200000004
FDM32,OUT035,1208.9596400000003
FDM27,OUT035,2530.7057999999997
NCU53,OUT027,4722.4528199999995
NCQ18,OUT046,2143.40994
FDS10,OUT013,3158.08914
FDB33,OUT027,4839.50046
FDI12,OUT013,955.4895799999998
NCW42,OUT013,3835.873539999999
NCC06,OUT018,2227.8333799999996
FDW02,OUT017,2928.1218199999994
NCD43,OUT017,1863.1081400000003
FDM57,OUT018,905.02194
FDA58,OUT017,3799.6540199999995
FDK56,OUT046,3440.32176
FDP52,OUT045,3243.5112799999997
FDW20,OUT018,2038.3466999999996
FDS52,OUT049,1287.12456
NCT29,OUT018,2200.8019
NCL54,OUT013,3731.94216
FDC05,OUT045,2275.4380800000004
FDF34,OUT035,3060.1499599999997
FDP03,OUT027,3375.8057400000007
FDD32,OUT010,159.39252
FDZ10,OUT045,1383.1995
FDZ40,OUT035,988.77958
FDD51,OUT018,453.47638000000006
NCY30,OUT019,304.47034
FDP58,OUT017,2713.00184
FDV49,OUT017,4480.834
FDY24,OUT019,158.59355999999997
NCO55,OUT017,1686.2050800000002
FDR13,OUT017,1369.2177000000001
FDS51,OUT017,939.37722
FDP26,OUT045,1249.44028
NCB54,OUT027,3653.5775000000003
FDF32,OUT017,3293.24654
FDN31,OUT018,2741.0986000000007
DRM48,OUT017,696.8928599999999
FDN20,OUT049,2695.9573600000003
DRL01,OUT046,3663.09844
FDV56,OUT049,1215.0849999999998
DRH13,OUT027,2896.03026
FDA03,OUT017,2221.30854
FDF47,OUT027,5546.1140000000005
FDX32,OUT046,3303.16696
FDX57,OUT049,1796.9941999999999
NCA30,OUT045,3941.06994
FDO49,OUT013,636.03874
FDL04,OUT019,189.35352
DRM48,OUT035,901.2934600000001
FDR16,OUT013,4993.1671
NCC19,OUT018,2300.27242
NCE42,OUT045,3295.8431599999994
FDY24,OUT017,1294.3817800000002
FDH19,OUT049,1792.86624
FDJ46,OUT013,1974.8959600000003
FDN45,OUT010,620.65876
FDY08,OUT035,2359.39546
FDZ37,OUT035,1470.01982
NCT30,OUT045,758.94542
DRY23,OUT018,274.04328
NCZ30,OUT018,1373.8117200000002
FDC44,OUT018,1413.29366
FDB45,OUT035,1402.5076999999999
FDY04,OUT013,2215.1166000000003
FDM27,OUT046,2538.09618
FDZ43,OUT017,5225.731040000001
FDT39,OUT019,411.33124
NCC06,OUT019,321.9143
FDL15,OUT027,3515.8900600000006
FDL57,OUT017,5371.7409800000005
FDU08,OUT046,1183.85898
FDK40,OUT017,3569.2872199999997
FDQ12,OUT010,534.1713400000001
FDS48,OUT017,2743.56206
FDP09,OUT045,5321.7394
FDW21,OUT049,1743.2641400000005
FDY25,OUT035,4425.372859999999
DRE13,OUT017,1292.1180600000002
FDV43,OUT019,111.92098000000001
FDD22,OUT045,2430.8358
FDM46,OUT019,381.17049999999995
NCO30,OUT010,533.23922
FDM25,OUT046,2691.29676
NCN41,OUT049,1811.50864
FDU24,OUT045,2203.2653600000003
FDZ50,OUT046,3147.7026600000004
FDP45,OUT013,3583.86824
NCM54,OUT045,1971.7667000000001
FDW10,OUT019,328.5723
FDP20,OUT017,1721.8253800000002
FDK32,OUT046,3268.21246
FDN52,OUT049,1339.1235399999998
FDM58,OUT045,2419.71694
FDZ46,OUT027,3540.7244000000005
NCA18,OUT018,1847.5284199999999
FDD35,OUT046,1797.4602600000003
NCK31,OUT035,752.28742
FDI40,OUT027,3214.3492400000005
FDT50,OUT019,186.35742
NCT06,OUT046,3397.7771399999997
FDT31,OUT035,2364.52212
FDT45,OUT049,862.14442
FDT13,OUT045,3196.0397399999997
FDO50,OUT045,1478.47548
NCU18,OUT010,330.7694399999999
NCR54,OUT049,2081.75686
NCO18,OUT018,2536.4982599999994
FDU09,OUT045,633.5087
FDT13,OUT018,2829.7831600000004
FDE09,OUT046,1725.1543800000004
NCK53,OUT019,236.69190000000003
FDG45,OUT049,4383.161140000001
DRH15,OUT035,802.1558400000001
FDO21,OUT019,561.06966
FDD14,OUT027,5354.16386
FDC09,OUT046,1198.83948
FDH45,OUT027,926.99334
FDV32,OUT046,1417.4882
FDG12,OUT035,2611.20102
FDS32,OUT013,2016.7747800000002
NCL55,OUT018,4049.9282399999997
DRE01,OUT035,5227.72844
DRE15,OUT049,1558.1051599999998
NCL42,OUT045,5472.07704
FDP31,OUT013,626.78412
FDN33,OUT018,1183.06002
FDZ59,OUT046,3132.78874
FDE45,OUT010,421.31824000000006
FDJ07,OUT013,2352.9372
FDQ45,OUT018,2464.65844
FDM33,OUT027,4185.485119999999
FDO15,OUT010,183.96053999999998
FDM46,OUT013,1178.33284
FDR03,OUT045,4402.9354
FDY49,OUT018,1701.5184800000002
FDQ60,OUT045,1899.7271399999997
FDW10,OUT049,2843.0325799999996
FDO51,OUT049,850.29318
FDJ40,OUT018,1373.8782999999999
FDS20,OUT018,2764.8676600000003
FDU45,OUT013,2442.02124
FDV02,OUT035,2278.8336600000002
FDN09,OUT046,4261.652639999999
NCM55,OUT027,3723.68624
FDN23,OUT018,2385.2285
FDY31,OUT010,437.36402
FDW03,OUT010,314.19102000000004
FDD14,OUT046,3478.2057799999993
FDV23,OUT017,1980.4221000000005
DRI03,OUT045,2699.21978
FDN13,OUT035,570.4574400000001
FDF45,OUT027,1919.1685000000002
FDU46,OUT035,1507.17146
FDB57,OUT049,2696.75632
FDV12,OUT049,2266.0503
FDQ58,OUT013,2603.67748
NCA18,OUT017,1042.24332
FDH52,OUT049,668.5963600000001
FDM24,OUT018,2293.2149399999994
NCP43,OUT027,3922.6272800000006
NCO18,OUT019,438.7622
FDM32,OUT017,988.4466800000002
NCL07,OUT017,634.7737199999999
FDK03,OUT013,5381.19534
FDP59,OUT017,1712.57076
FDQ24,OUT049,3574.6802000000002
FDQ16,OUT018,1272.47696
FDU44,OUT013,2157.79122
FDH28,OUT010,90.41564
FDV28,OUT019,75.76804
FDM22,OUT045,952.4934799999999
FDR56,OUT046,2794.8952400000003
FDV39,OUT049,2811.40708
FDU37,OUT019,254.06928
FDQ11,OUT010,800.6245000000001
FDX02,OUT045,3626.6125999999995
NCS42,OUT018,1562.49944
FDY57,OUT027,2711.6702400000004
FDB21,OUT049,3202.3648399999997
FDE28,OUT017,3696.6547600000004
FDQ55,OUT017,2477.04232
FDA48,OUT049,3367.54982
FDZ19,OUT045,2520.18616
NCC43,OUT045,3358.6281000000004
NCV18,OUT046,2252.1350799999996
NCA42,OUT018,2803.95012
FDY45,OUT046,3262.15368
NCC30,OUT045,2385.0287599999997
FDM57,OUT013,2122.43724
FDL09,OUT010,419.52058000000005
FDB09,OUT027,3523.9462399999998
FDT44,OUT035,1615.6968600000002
NCT06,OUT027,4243.276559999999
FDX26,OUT049,3613.2966
FDK32,OUT013,2083.15504
DRA12,OUT046,2705.87778
FDO46,OUT010,538.6987799999999
FDE52,OUT013,1337.6587800000002
NCH42,OUT045,4970.196999999999
FDV08,OUT035,617.6626600000001
FDB47,OUT018,2052.3285
FDC28,OUT010,175.17198000000002
FDD22,OUT046,1950.5276799999997
FDS07,OUT027,4413.05556
DRI13,OUT045,4782.241660000001
FDG32,OUT018,3162.6831600000005
FDU14,OUT017,4375.50444
FDD28,OUT019,99.53710000000001
NCP41,OUT017,1558.1051600000003
FDS08,OUT049,2306.4643600000004
FDX47,OUT045,1870.5651000000003
FDC53,OUT019,226.17226
FDQ19,OUT035,4854.214639999999
FDL14,OUT045,2669.72484
FDM33,OUT019,457.13827999999995
FDA51,OUT045,2191.5472800000002
FDZ27,OUT018,442.75699999999995
FDT04,OUT046,600.1521200000001
DRC13,OUT049,2370.78064
FDR16,OUT027,4688.630180000001
FDQ03,OUT027,5169.53752
FDE38,OUT035,2663.5329
DRH23,OUT027,1860.8444200000001
FDT11,OUT019,428.24255999999997
FDD09,OUT035,2983.18348
FDR40,OUT045,1350.9082000000003
FDX07,OUT017,2693.89338
FDR07,OUT035,2081.0910599999997
FDA51,OUT017,1854.51932
FDT59,OUT019,555.4103600000001
FDF20,OUT017,3291.51546
FDR13,OUT045,1828.2868000000003
FDY26,OUT049,4184.48642
FDW04,OUT017,1378.07284
FDK52,OUT017,4916.53352
FDN60,OUT049,3525.61074
FDM09,OUT019,228.63572000000005
FDP46,OUT049,1824.5583200000005
FDB50,OUT019,234.6945
NCQ29,OUT049,3525.7439
FDP16,OUT027,7906.375
FDX33,OUT018,2001.5945399999996
FDP07,OUT010,525.3162
FDN22,OUT046,4274.436000000001
FDF39,OUT049,3376.13864
FDS21,OUT017,797.0957599999999
NCM42,OUT013,1787.60642
FDK50,OUT019,291.02118
DRF13,OUT027,3770.9580400000004
FDH35,OUT018,1988.14538
FDP60,OUT018,1487.26404
DRJ49,OUT027,3233.05822
NCT42,OUT019,368.25398000000007
FDE38,OUT049,2460.6636399999998
FDI04,OUT049,3887.6061999999997
NCH54,OUT045,3518.2869399999995
FDT56,OUT049,847.0973399999999
DRD15,OUT018,2209.05782
FDV58,OUT013,3842.79786
FDP21,OUT049,4294.34342
FDH05,OUT013,3218.2774600000002
FDR10,OUT027,5456.69706
NCP06,OUT045,1508.96912
FDF33,OUT049,2052.1953399999993
DRK37,OUT013,3644.98868
DRH49,OUT045,1116.4800200000004
FDT58,OUT013,2622.45304
FDD41,OUT018,1510.8333599999999
FDP40,OUT018,2102.06376
FDM51,OUT027,2470.7837999999997
FDO45,OUT010,150.27106
FDW33,OUT010,288.2914
FDY24,OUT045,932.5194800000002
FDB10,OUT010,653.4827
FDM40,OUT035,2277.43548
NCI06,OUT017,3472.28016
FDW12,OUT019,197.60943999999995
FDX48,OUT027,3341.7167799999997
NCW05,OUT027,2438.8919799999994
FDX27,OUT017,1643.99336
DRM37,OUT045,4334.82406
FDA38,OUT045,3863.4376599999996
FDR36,OUT046,643.3625399999999
FDZ45,OUT046,4460.2607800000005
FDG05,OUT017,2756.5451599999997
FDK28,OUT013,5176.3286800000005
FDV47,OUT045,1156.9606600000002
FDN21,OUT045,2177.23258
FDP20,OUT027,2345.08076
FDI35,OUT045,4053.85646
DRY23,OUT013,638.43562
FDA56,OUT017,2338.55592
FDB09,OUT013,1185.5234799999998
NCO26,OUT027,3206.2264800000003
FDQ49,OUT018,1982.21976
FDI52,OUT027,2660.7365400000003
FDZ44,OUT027,3437.5919799999997
FDZ09,OUT018,2471.5161799999996
FDY03,OUT049,2172.1725
NCG42,OUT017,2812.47236
DRI13,OUT027,6847.153780000001
FDQ32,OUT013,2190.68174
FDW16,OUT035,1156.3614400000001
FDU27,OUT046,958.9517399999999
FDR28,OUT010,377.04254000000003
FDQ49,OUT010,425.1133000000001
FDS37,OUT046,1693.1294000000003
FDW26,OUT018,2465.65714
FDX12,OUT018,3425.3412599999997
NCP06,OUT013,2488.6272400000003
FDW45,OUT010,310.99518
NCN30,OUT049,1255.89854
FDN24,OUT049,833.4484399999999
NCL41,OUT027,1329.66918
FDR02,OUT019,322.2472
FDD09,OUT010,430.97234
FDS33,OUT010,178.03492
FDU22,OUT045,2392.48572
FDI53,OUT013,2304.0674800000006
DRH01,OUT049,2223.1727800000003
FDX32,OUT013,2407.3996399999996
NCP30,OUT018,500.74818000000005
FDB60,OUT045,3191.1794000000004
FDB14,OUT049,1758.3777999999998
NCP02,OUT035,735.30952
FDJ10,OUT017,1849.05976
FDG34,OUT046,1639.8654000000001
NCB18,OUT017,1532.0723799999998
FDM16,OUT049,1394.05204
FDW25,OUT018,1446.9831399999998
FDB35,OUT010,168.51398
DRN11,OUT013,2046.8023600000001
FDF41,OUT019,686.37322
FDH16,OUT045,1200.23766
NCQ50,OUT018,3247.1066
DRH23,OUT018,885.4474200000001
DRJ37,OUT013,1547.7186800000002
DRJ24,OUT027,5810.236859999999
FDY16,OUT035,2784.7750800000003
FDQ27,OUT045,2216.98084
FDZ33,OUT045,1545.85444
FDF29,OUT045,1607.04146
FDA08,OUT049,2542.6901999999995
FDG31,OUT046,877.7241399999999
FDE34,OUT019,840.2396000000001
NCR30,OUT027,2012.7799799999998
FDV33,OUT035,4371.975700000001
DRZ24,OUT018,1188.1201
NCL54,OUT035,3132.9219000000003
FDR12,OUT049,2202.53298
NCC54,OUT046,4300.13588
DRN59,OUT013,766.0029000000001
FDX50,OUT019,229.03519999999997
FDV31,OUT027,3486.39512
NCA29,OUT027,5641.58972
FDW60,OUT049,3961.3102599999997
FDX08,OUT017,2334.6942799999993
DRD49,OUT013,4324.63732
FDD33,OUT046,3929.5516000000002
FDW35,OUT013,1069.2748
FDJ36,OUT017,1761.3073200000003
FDV51,OUT035,3273.4722800000004
FDW36,OUT046,1403.0403400000002
FDH35,OUT046,1892.2036
NCS30,OUT027,2628.17892
FDN49,OUT017,537.56692
FDL08,OUT018,3008.0844
FDI09,OUT013,4460.660259999999
FDP19,OUT018,2280.1652599999993
FDU21,OUT010,35.48714
NCP41,OUT045,1367.61978
FDY10,OUT013,1952.4585000000002
FDP12,OUT018,719.53006
NCN26,OUT049,1521.6859
FDK44,OUT013,2423.04594
FDC28,OUT049,1448.6476400000001
FDJ41,OUT027,5899.38748
NCT29,OUT035,1889.2075
NCH42,OUT019,373.5138
FDU60,OUT018,2681.64266
FDS02,OUT045,3441.586779999999
FDC51,OUT046,3097.6345
FDU03,OUT013,4007.9162600000004
FDX39,OUT045,4689.695460000001
NCY05,OUT010,65.5813
NCL06,OUT027,6628.3719
FDD32,OUT035,1017.7418799999999
NCN41,OUT045,2130.5600000000004
NCX53,OUT049,2585.50114
FDU57,OUT019,305.6687800000001
FDQ23,OUT046,1766.10108
FDQ52,OUT045,5485.06014
FDC14,OUT045,648.22288
FDY09,OUT035,2814.13686
FDQ28,OUT045,2953.5553800000002
FDV25,OUT046,5646.51664
FDJ07,OUT035,2145.2075999999997
DRB25,OUT049,1703.1164
FDK52,OUT019,770.26402
FDY52,OUT027,1405.3706399999999
FDB28,OUT046,3495.7163200000005
FDT36,OUT035,686.97244
FDV25,OUT017,4003.98804
NCN07,OUT027,3626.87892
FDC57,OUT017,2910.01206
FDQ03,OUT018,3988.67464
FDU23,OUT017,3726.6823400000003
NCX41,OUT035,3997.3966199999995
NCD06,OUT035,716.7337
FDW08,OUT045,1612.7673399999999
NCU29,OUT017,2651.0824399999997
NCE06,OUT013,2165.7142400000002
FDV52,OUT010,233.22974
FDB02,OUT017,3320.0117
NCR18,OUT045,679.24916
FDK16,OUT049,1580.87552
NCQ29,OUT010,718.3316200000002
FDZ01,OUT019,251.40607999999997
FDW27,OUT035,2397.4126400000005
FDD17,OUT018,3160.48602
FDW39,OUT013,3304.83146
DRH59,OUT045,1058.48884
FDS52,OUT013,1114.41604
FDU40,OUT027,5992.79922
NCF54,OUT013,2186.4871999999996
FDH46,OUT045,1149.1707999999999
NCP14,OUT049,1336.66008
FDH50,OUT049,3240.91466
DRF15,OUT010,260.72727999999995
FDV27,OUT027,2457.6009600000007
NCJ06,OUT049,2287.0895800000003
FDN02,OUT018,4164.37926
FDQ51,OUT049,845.6991599999999
FDQ07,OUT017,4376.10366
FDS45,OUT049,2033.75268
NCJ06,OUT045,2154.59538
FDD36,OUT035,2035.2840199999996
FDY25,OUT045,4429.03476
FDU52,OUT046,2085.21902
DRK47,OUT017,4358.060479999999
NCL30,OUT017,1947.1986800000002
FDN22,OUT035,4106.25492
NCF30,OUT027,3493.31944
FDK03,OUT035,4716.8601
FDT45,OUT017,734.5105599999999
NCC54,OUT027,5375.935520000001
FDP08,OUT018,2689.96516
FDU44,OUT046,2508.6678199999997
DRG39,OUT035,740.6359199999999
FDU32,OUT049,2136.95168
FDY27,OUT049,2997.16528
NCP54,OUT013,2462.86078
NCZ41,OUT049,1600.2503000000002
DRL49,OUT013,1164.01814
FDI05,OUT018,1483.5355599999998
FDY56,OUT045,5524.40892
DRC13,OUT013,2009.45098
NCV29,OUT017,3881.74716
FDR24,OUT049,826.32438
FDZ34,OUT018,3224.9354599999997
FDP37,OUT035,2056.12356
FDX08,OUT027,4351.46906
FDS57,OUT045,2075.23202
NCG18,OUT049,1935.6137599999997
FDK25,OUT018,2941.3712399999995
FDH53,OUT049,1602.31428
DRI59,OUT018,3675.14942
FDA52,OUT046,2635.36956
FDT20,OUT010,115.64946
FDE36,OUT019,344.41834
FDI24,OUT017,2681.5094999999997
FDB28,OUT018,2831.38108
FDV11,OUT017,2987.57776
FDP01,OUT046,1834.5453199999997
FDD34,OUT027,4113.312400000001
FDJ50,OUT027,1422.5482800000002
FDZ44,OUT013,1602.9134999999999
DRO59,OUT035,1387.3940399999997
DRB48,OUT045,611.5373000000001
FDR21,OUT018,2788.7033
NCE42,OUT010,455.60694
FDO23,OUT046,1328.20442
NCE30,OUT018,3032.25294
FDQ22,OUT035,446.35231999999996
FDY01,OUT045,1695.19338
FDS08,OUT017,2565.59372
FDG28,OUT018,3312.7544800000005
FDQ51,OUT018,660.0741200000001
FDB05,OUT017,4953.35226
FDO56,OUT049,1526.2133400000002
FDE02,OUT018,1096.77234
FDN45,OUT017,3279.59764
FDS09,OUT013,859.08174
NCA54,OUT018,3496.64844
FDP09,OUT010,577.38176
FDC53,OUT045,1676.21808
NCM55,OUT017,2368.2506000000003
FDL09,OUT018,1948.39712
FDA11,OUT019,384.36634
FDA50,OUT045,1422.3485400000002
FDC23,OUT017,3796.5247600000002
